"yearCombine","idPlayer","nameFirst","nameLast","namePlayer","slugPosition","heightWOShoesInches","heightWOShoes","weightLBS","wingspanInches","wingspan","reachStandingInches","reachStandingO","verticalLeapStandingInches","verticalLeapMaxInches","timeLaneAgility","timeThreeQuarterCourtSprint","repsBenchPress135","pctBodyFat","heightWShoesInches","heightWShoes","lengthHandInches","widthHandInches","timeModifiedLaneAgility","setSpot15CornerLeft","setSpot15BreakLeft","setSpot15TopKey","setSpot15BreakRight","setSpot15CornerRight","setSpot15CornerLeftCollege","setSpot15BreakLeftCollege","setSpot15TopKeyCollege","setSpot15BreakRightCollege","setSpot15CornerRightCollege","setSpot15CornerLeftNBA","setSpot15BreakLeftNBA","setSpot15TopKeyNBA","setSpotBreakRightNBA","setSpotCornerRightNBA","setSpot15CornerLeftMade","setSpot15CornerLeftAttempted","setSpot15CornerLeftPct","setSpot15BreakLeftMade","setSpot15BreakLeftAttempted","setSpot15BreakLeftPct","setSpot15TopKeyMade","setSpot15TopKeyAttempted","setSpot15TopKeyPct","setSpot15BreakRightMade","setSpot15BreakRightAttempted","setSpot15BreakRightPct","setSpot15CornerRightMade","setSpot15CornerRightAttempted","setSpot15CornerRightPct","setSpot15CornerLeftCollegeMade","setSpot15CornerLeftCollegeAttempted","setSpot15CornerLeftCollegePct","setSpot15BreakLeftCollegeMade","setSpot15BreakLeftCollegeAttempted","setSpot15BreakLeftCollegePct","setSpot15TopKeyCollegeMade","setSpot15TopKeyCollegeAttempted","setSpot15TopKeyCollegePct","setSpot15BreakRightCollegeMade","setSpot15BreakRightCollegeAttempted","setSpot15BreakRightCollegePct","setSpot15CornerRightCollegeMade","setSpot15CornerRightCollegeAttempted","setSpot15CornerRightCollegePct","setSpot15CornerLeftNBAMade","setSpot15CornerLeftNBAAttempted","setSpot15CornerLeftNBAPct","setSpot15BreakLeftNBAMade","setSpot15BreakLeftNBAAttempted","setSpot15BreakLeftNBAPct","setSpot15TopKeyNBAMade","setSpot15TopKeyNBAAttempted","setSpot15TopKeyNBAPct","setSpotBreakRightNBAMade","setSpotBreakRightNBAAttempted","setSpotBreakRightNBAPct","setSpotCornerRightNBAMade","setSpotCornerRightNBAAttempted","setSpotCornerRightNBAPct","setOffDrib15BreakLeft","setSpotOffDrib15TopKey","setOffDrib15BreakRight","setOnMove15","setOnMoveCollege","setOffDrib15BreakLeftMade","setOffDrib15BreakLeftAttempted","setOffDrib15BreakLeftPct","setSpotOffDrib15TopKeyMade","setSpotOffDrib15TopKeyAttempted","setSpotOffDrib15TopKeyPct","setOffDrib15BreakRightMade","setOffDrib15BreakRightAttempted","setOffDrib15BreakRightPct","setOnMove15Made","setOnMove15Attempted","setOnMove15Pct","setOnMoveCollegeMade","setOnMoveCollegeAttempted","setOnMoveCollegePct","setOffDribBreakLeftCollege","setOffDribTopKeyCollege","setOffDribBreakRightCollege","setOffDribBreakLeftCollegeMade","setOffDribBreakLeftCollegeAttempted","setOffDribBreakLeftCollegePct","setOffDribTopKeyCollegeMade","setOffDribTopKeyCollegeAttempted","setOffDribTopKeyCollegePct","setOffDribBreakRightCollegeMade","setOffDribBreakRightCollegeAttempted","setOffDribBreakRightCollegePct"
2011,12346.0,Jarvis,Varnado,Jarvis Varnado,PF-C,80.25,"6' 8.25''",210.2,87.5,"7' 3.5''",109.5,"9' 1.5''",29.5,32.5,11.61,3.3699999999999997,3.0,9.5,82.0,"6' 10''",9.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,202349.0,Greivis,Vasquez,Greivis Vasquez,PG-SG,77.0,"6' 5''",210.8,79.0,"6' 7''",101.0,"8' 5''",,,,,,8.6,78.5,"6' 6.5''",7.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,202322.0,John,Wall,John Wall,PG,74.75,"6' 2.75''",195.6,81.25,"6' 9.25''",101.5,"8' 5.5''",30.0,39.0,10.84,3.14,,5.6,76.0,"6' 4''",8.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,202378.0,Willie,Warren,Willie Warren,SG-PG,74.5,"6' 2.5''",208.4,78.0,"6' 6''",99.5,"8' 3.5''",23.0,31.5,11.209999999999999,3.5,10.0,7.6,75.75,"6' 3.75''",8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,202358.0,Terrico,White,Terrico White,SG-PG,75.75,"6' 3.75''",202.6,81.0,"6' 9''",101.0,"8' 5''",31.0,40.0,11.38,3.15,10.0,3.7,77.0,"6' 5''",9.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,202355.0,Hassan,Whiteside,Hassan Whiteside,C-PF,82.5,"6' 10.5''",226.6,91.0,"7' 7''",113.0,"9' 5''",27.0,31.5,11.83,3.54,12.0,5.5,83.5,"6' 11.5''",8.25,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202728.0,Keith,Benson,Keith Benson,C-PF,82.0,"6' 10''",217.0,87.75,"7' 3.75''",109.5,"9' 1.5''",31.5,36.0,11.88,3.3499999999999996,12.0,6.1,83.0,"6' 11''",9.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202705.0,Marshon,Brooks,Marshon Brooks,SG,76.25,"6' 4.25''",194.6,85.0,"7' 1''",101.0,"8' 5''",34.0,38.5,10.739999999999998,3.09,5.0,5.2,77.25,"6' 5.25''",9.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202692.0,Alec,Burks,Alec Burks,SG,77.0,"6' 5''",192.6,82.0,"6' 10''",103.5,"8' 7.5''",29.0,36.0,10.96,3.17,5.0,5.1,78.0,"6' 6''",9.0,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202710.0,Jimmy,Butler,Jimmy Butler,SF,78.0,"6' 6''",222.2,79.5,"6' 7.5''",101.5,"8' 5.5''",32.0,39.0,11.12,3.15,14.0,5.4,79.75,"6' 7.75''",9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202708.0,Norris,Cole,Norris Cole,PG,72.25,"6' 0.25''",174.4,74.25,"6' 2.25''",95.5,"7' 11.5''",29.5,38.5,10.07,3.22,11.0,4.7,73.75,"6' 1.75''",8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202739.0,Jon,Diebler,Jon Diebler,SG,77.25,"6' 5.25''",196.6,78.0,"6' 6''",99.0,"8' 3''",28.0,35.0,10.94,3.3699999999999997,2.0,8.5,78.5,"6' 6.5''",8.25,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12406.0,Michael,Dunigan,Michael Dunigan,PF-C,80.5,"6' 8.5''",237.6,87.25,"7' 3.25''",107.5,"8' 11.5''",29.5,34.5,11.850000000000001,3.27,10.0,8.0,82.0,"6' 10''",9.0,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12407.0,LaceDarius,Dunn,LaceDarius Dunn,SG,75.0,"6' 3''",187.8,78.25,"6' 6.25''",101.0,"8' 5''",26.5,31.0,11.450000000000001,3.27,3.0,5.5,76.0,"6' 4''",9.0,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202702.0,Kenneth,Faried,Kenneth Faried,PF,78.0,"6' 6''",224.6,84.0,"7' 0''",108.0,"9' 0''",30.5,35.0,11.350000000000001,3.2600000000000002,16.0,6.3,79.5,"6' 7.5''",8.5,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12409.0,James,Fredette,James Fredette,PG,72.75,"6' 0.75''",196.0,76.5,"6' 4.5''",96.5,"8' 0.5''",28.0,33.0,10.42,3.21,14.0,7.7,74.5,"6' 2.5''",8.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202726.0,Andrew,Goudelock,Andrew Goudelock,PG,73.25,"6' 1.25''",197.6,76.25,"6' 4.25''",96.5,"8' 0.5''",32.5,37.0,10.33,3.1,4.0,9.9,74.75,"6' 2.75''",8.25,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202706.0,Jordan,Hamilton,Jordan Hamilton,SF,78.75,"6' 6.75''",228.4,81.5,"6' 9.5''",104.0,"8' 8''",25.0,32.0,11.47,3.3,7.0,9.8,80.5,"6' 8.5''",9.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202712.0,Justin,Harper,Justin Harper,PF-SF,80.0,"6' 8''",228.0,83.75,"6' 11.75''",106.0,"8' 10''",28.5,33.0,11.92,3.3,19.0,4.0,80.75,"6' 8.75''",9.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202699.0,Tobias,Harris,Tobias Harris,SF-PF,78.5,"6' 6.5''",222.8,83.0,"6' 11''",103.5,"8' 7.5''",31.5,37.5,10.96,3.17,12.0,8.4,79.75,"6' 7.75''",8.75,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202715.0,Tyler,Honeycutt,Tyler Honeycutt,SF,78.75,"6' 6.75''",186.8,81.0,"6' 9''",105.0,"8' 9''",30.0,37.0,11.68,3.07,,5.3,80.25,"6' 8.25''",8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12415.0,Scotty,Hopson,Scotty Hopson,SG,77.75,"6' 5.75''",204.6,82.5,"6' 10.5''",103.5,"8' 7.5''",32.5,36.0,10.47,3.18,10.0,4.8,78.5,"6' 6.5''",8.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202681.0,Kyrie,Irving,Kyrie Irving,PG,73.75,"6' 1.75''",191.0,76.0,"6' 4''",99.0,"8' 3''",,,,,,10.2,75.5,"6' 3.5''",8.25,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12417.0,Rick,Jackson,Rick Jackson,PF,80.25,"6' 8.25''",241.8,86.0,"7' 2''",106.5,"8' 10.5''",28.5,33.0,11.51,3.2600000000000002,9.0,8.3,81.25,"6' 9.25''",8.75,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202724.0,Charles,Jenkins,Charles Jenkins,PG-SG,73.5,"6' 1.5''",216.4,79.5,"6' 7.5''",96.5,"8' 0.5''",29.5,34.0,11.68,3.18,16.0,4.3,75.25,"6' 3.25''",8.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202707.0,JaJuan,Johnson,JaJuan Johnson,PF,81.0,"6' 9''",219.8,86.0,"7' 2''",107.5,"8' 11.5''",33.5,38.0,11.209999999999999,3.14,15.0,7.5,82.0,"6' 10''",9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202709.0,Cory,Joseph,Cory Joseph,PG,74.0,"6' 2''",186.2,77.5,"6' 5.5''",99.0,"8' 3''",27.5,35.0,10.75,3.27,5.0,9.7,75.25,"6' 3.25''",8.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202683.0,Enes,Kanter,Enes Kanter,PF-C,81.75,"6' 9.75''",259.2,85.5,"7' 1.5''",109.5,"9' 1.5''",26.0,32.5,11.3,3.2600000000000002,14.0,5.9,83.25,"6' 11.25''",9.5,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202688.0,Brandon,Knight,Brandon Knight,PG,73.5,"6' 1.5''",176.8,78.75,"6' 6.75''",98.5,"8' 2.5''",29.0,37.5,10.739999999999998,3.07,10.0,4.2,75.25,"6' 3.25''",8.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202723.0,Malcolm,Lee,Malcolm Lee,SG,76.0,"6' 4''",198.2,81.75,"6' 9.75''",101.5,"8' 5.5''",30.0,35.5,11.2,3.09,17.0,5.9,77.5,"6' 5.5''",8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202695.0,Kawhi,Leonard,Kawhi Leonard,SF,78.0,"6' 6''",227.4,87.0,"7' 3''",106.0,"8' 10''",25.5,32.0,11.450000000000001,3.15,3.0,5.4,79.0,"6' 7''",9.75,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202727.0,Travis,Leslie,Travis Leslie,SG,75.0,"6' 3''",205.0,82.5,"6' 10.5''",103.0,"8' 7''",33.0,40.5,11.0,3.13,10.0,8.1,76.25,"6' 4.25''",8.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202720.0,Jon,Leuer,Jon Leuer,PF,82.0,"6' 10''",223.2,84.0,"7' 0''",105.5,"8' 9.5''",29.5,36.5,10.82,3.36,14.0,5.4,83.5,"6' 11.5''",8.75,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202732.0,DeAndre,Liggins,DeAndre Liggins,SF-SG,77.0,"6' 5''",202.2,83.0,"6' 11''",103.5,"8' 7.5''",27.0,31.0,,3.3299999999999996,6.0,5.0,78.25,"6' 6.25''",8.75,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12428.0,David,Lighty,David Lighty,SG,76.75,"6' 4.75''",216.2,80.0,"6' 8''",101.0,"8' 5''",28.5,33.0,10.81,3.25,15.0,6.5,78.5,"6' 6.5''",9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202714.0,Shelvin,Mack,Shelvin Mack,PG,73.0,"6' 1''",209.0,79.5,"6' 7.5''",96.5,"8' 0.5''",32.0,39.0,11.229999999999999,3.18,17.0,7.1,74.5,"6' 2.5''",8.25,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12430.0,Demetri,McCamey,Demetri McCamey,PG,73.75,"6' 1.75''",204.0,78.25,"6' 6.25''",99.5,"8' 3.5''",27.0,33.0,11.55,3.19,,6.1,75.25,"6' 3.25''",8.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202734.0,E'Twaun,Moore,E'Twaun Moore,SG,74.5,"6' 2.5''",191.4,81.5,"6' 9.5''",99.5,"8' 3.5''",32.0,34.5,11.12,3.3099999999999996,,7.6,76.0,"6' 4''",9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202693.0,Markieff,Morris,Markieff Morris,PF,79.75,"6' 7.75''",240.8,82.75,"6' 10.75''",106.5,"8' 10.5''",27.0,31.5,,3.4,11.0,10.2,81.25,"6' 9.25''",8.5,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202694.0,Marcus,Morris,Marcus Morris,PF-SF,79.0,"6' 7''",229.6,82.0,"6' 10''",105.5,"8' 9.5''",29.0,33.0,,3.15,11.0,8.0,80.75,"6' 8.75''",8.25,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202721.0,Darius,Morris,Darius Morris,PG-SG,75.25,"6' 3.25''",190.0,79.5,"6' 7.5''",102.0,"8' 6''",24.5,32.0,11.0,3.2,12.0,5.3,77.25,"6' 5.25''",8.75,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202718.0,Chandler,Parsons,Chandler Parsons,SF,80.75,"6' 8.75''",221.2,81.5,"6' 9.5''",104.5,"8' 8.5''",25.5,31.5,11.05,3.29,4.0,7.0,81.75,"6' 9.75''",8.25,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12436.0,Jereme,Richmond,Jereme Richmond,SF,78.0,"6' 6''",207.2,82.25,"6' 10.25''",106.5,"8' 10.5''",27.0,33.5,11.739999999999998,3.02,0.0,5.5,79.25,"6' 7.25''",8.75,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202729.0,Josh,Selby,Josh Selby,SG-PG,73.75,"6' 1.75''",194.6,77.25,"6' 5.25''",98.0,"8' 2''",29.5,42.0,11.129999999999999,3.2,5.0,7.9,75.0,"6' 3''",8.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202697.0,Iman,Shumpert,Iman Shumpert,PG-SG,76.25,"6' 4.25''",221.8,81.5,"6' 9.5''",99.5,"8' 3.5''",36.5,42.0,11.1,3.18,18.0,6.5,77.5,"6' 5.5''",9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202713.0,Kyle,Singler,Kyle Singler,SF,79.5,"6' 7.5''",228.0,82.1,"6' 10.1''",106.0,"8' 10''",23.0,30.0,11.219999999999999,3.21,10.0,10.0,80.5,"6' 8.5''",8.25,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202698.0,Chris,Singleton,Chris Singleton,SF,79.75,"6' 7.75''",230.2,85.0,"7' 1''",103.5,"8' 7.5''",30.5,37.5,11.33,3.09,15.0,7.4,81.0,"6' 9''",9.25,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12441.0,Jamie,Skeen,Jamie Skeen,PF,78.5,"6' 6.5''",241.6,85.25,"7' 1.25''",106.5,"8' 10.5''",26.0,30.5,12.43,3.46,10.0,9.8,80.0,"6' 8''",8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12442.0,Gregory,Smith,Gregory Smith,PF-C,80.0,"6' 8''",252.8,86.5,"7' 2.5''",106.5,"8' 10.5''",29.5,36.0,12.43,3.36,17.0,7.4,81.25,"6' 9.25''",9.75,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202701.0,Nolan,Smith,Nolan Smith,PG,73.5,"6' 1.5''",187.6,77.5,"6' 5.5''",99.0,"8' 3''",28.5,34.0,11.05,3.17,9.0,5.6,75.5,"6' 3.5''",8.5,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,12445.0,Malcolm,Thomas,Malcolm Thomas,PF,79.5,"6' 7.5''",223.0,84.5,"7' 0.5''",107.5,"8' 11.5''",32.0,36.5,11.31,3.29,3.0,5.9,80.75,"6' 8.75''",9.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202738.0,Isaiah,Thomas,Isaiah Thomas,PG,68.75,"5' 8.75''",186.0,73.75,"6' 1.75''",91.5,"7' 7.5''",31.5,40.0,10.49,3.14,13.0,6.7,70.25,"5' 10.25''",8.25,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202717.0,Trey,Thompkins,Trey Thompkins,PF,80.5,"6' 8.5''",239.0,85.0,"7' 1''",107.5,"8' 11.5''",27.5,30.5,11.719999999999999,3.4099999999999997,15.0,15.5,81.75,"6' 9.75''",9.25,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202691.0,Klay,Thompson,Klay Thompson,SG,77.75,"6' 5.75''",205.6,81.0,"6' 9''",103.5,"8' 7.5''",26.5,31.5,10.99,3.24,5.0,8.0,79.25,"6' 7.25''",8.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202684.0,Tristan,Thompson,Tristan Thompson,PF,79.5,"6' 7.5''",227.4,85.25,"7' 1.25''",108.5,"9' 0.5''",30.0,35.0,10.92,3.2600000000000002,9.0,6.2,80.75,"6' 8.75''",8.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202719.0,Jeremy,Tyler,Jeremy Tyler,PF-C,81.0,"6' 9''",262.4,89.0,"7' 5''",110.5,"9' 2.5''",28.0,33.5,11.26,3.29,10.0,13.4,82.5,"6' 10.5''",9.25,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202696.0,Nikola,Vucevic,Nikola Vucevic,PF-C,82.25,"6' 10.25''",259.8,88.5,"7' 4.5''",112.5,"9' 4.5''",23.5,25.0,12.02,3.27,8.0,6.1,83.75,"6' 11.75''",9.25,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202689.0,Kemba,Walker,Kemba Walker,PG,71.5,"5' 11.5''",184.0,75.5,"6' 3.5''",91.5,"7' 7.5''",32.0,39.5,10.870000000000001,3.16,7.0,5.9,73.0,"6' 1''",8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,202682.0,Derrick,Williams,Derrick Williams,PF-SF,79.25,"6' 7.25''",248.4,85.5,"7' 1.5''",108.0,"9' 0''",29.0,34.5,11.03,3.23,19.0,10.8,80.75,"6' 8.75''",9.0,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
