"ID","FIRST_NAME","LAST_NAME","DISPLAY_FIRST_LAST","DISPLAY_LAST_COMMA_FIRST","DISPLAY_FI_LAST","PLAYER_SLUG","BIRTHDATE","SCHOOL","COUNTRY","LAST_AFFILIATION","HEIGHT","WEIGHT","SEASON_EXP","JERSEY","POSITION","ROSTERSTATUS","GAMES_PLAYED_CURRENT_SEASON_FLAG","TEAM_ID","TEAM_NAME","TEAM_ABBREVIATION","TEAM_CODE","TEAM_CITY","PLAYERCODE","FROM_YEAR","TO_YEAR","DLEAGUE_FLAG","NBA_FLAG","GAMES_PLAYED_FLAG","DRAFT_YEAR","DRAFT_ROUND","DRAFT_NUMBER","PTS","AST","REB","ALL_STAR_APPEARANCES","PIE"
"76772",Chad,Gallagher,Chad Gallagher,"Gallagher, Chad",C. Gallagher,chad-gallagher,"1969-05-30T00:00:00",Creighton,USA,Creighton/USA,82.0,255.0,0,"55",Center,Inactive,N,"1610612762",Jazz,UTA,jazz,Utah,HISTADD_chad_gallagher,"1993","1993",N,Y,Y,"1991","2","32",3.0,0.0,0.0,0.0,
"76773",Harry,Gallatin,Harry Gallatin,"Gallatin, Harry",H. Gallatin,harry-gallatin,"1927-04-26T00:00:00",Truman State,USA,Truman State/USA,78.0,210.0,9,"10",Forward,Inactive,N,"1610612752",Knicks,NYK,knicks,New York,HISTADD_harry_gallatin,"1948","1957",N,Y,Y,"1948",None,None,13.0,1.8,11.9,7.0,
"201568",Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,"1988-08-08T00:00:00",Olimpia Milano,Italy,Olimpia Milano/Italy,82.0,233.0,11,"8",Forward,Active,Y,"1610612737",Hawks,ATL,hawks,Atlanta,danilo_gallinari,"2008","2020",N,Y,Y,"2008","1","6",12.8,1.5,3.9,,0.11
"204038",Langston,Galloway,Langston Galloway,"Galloway, Langston",L. Galloway,langston-galloway,"1991-12-09T00:00:00",St. Joseph's (PA),USA,St. Joseph's (PA)/USA,73.0,200.0,6,"2",Guard,Active,Y,"1610612756",Suns,PHX,suns,Phoenix,langston_galloway,"2014","2020",Y,Y,Y,Undrafted,Undrafted,Undrafted,5.1,0.8,1.0,,0.09
"76774",Dave,Gambee,Dave Gambee,"Gambee, Dave",D. Gambee,dave-gambee,"1937-04-16T00:00:00",Oregon State,USA,Oregon State/USA,78.0,215.0,11,"20",Forward,Inactive,N,"1610612755","76ers",PHI,sixers,Philadelphia,HISTADD_dave_gambee,"1958","1969",N,Y,Y,"1958","1","6",10.6,1.0,5.2,0.0,
"333",Kevin,Gamble,Kevin Gamble,"Gamble, Kevin",K. Gamble,kevin-gamble,"1965-11-13T00:00:00",Iowa,USA,Iowa/USA,77.0,210.0,9,"",Forward,Inactive,N,"0","","","","",kevin_gamble,"1987","1996",N,Y,Y,"1987","3","63",9.5,2.0,2.2,0.0,
"76776",Bob,Gantt,Bob Gantt,"Gantt, Bob",B. Gantt,bob-gantt,"1922-06-22T00:00:00",Duke,USA,Duke/USA,76.0,205.0,0,"",Forward,Inactive,N,"1610610036",Capitols,WAS,capitols,Washington,HISTADD_bob_gantt,"1946","1946",N,Y,Y,Undrafted,Undrafted,Undrafted,3.1,0.2,,0.0,
"200816",Jorge,Garbajosa,Jorge Garbajosa,"Garbajosa, Jorge",J. Garbajosa,jorge-garbajosa,"1977-12-19T00:00:00",Malaga,Spain,Malaga/Spain,81.0,245.0,1,"",Forward,Inactive,N,"0","","","","",jorge_garbajosa,"2006","2007",N,Y,Y,Undrafted,Undrafted,Undrafted,8.0,1.7,4.7,0.0,
"2092",Ruben,Garces,Ruben Garces,"Garces, Ruben",R. Garces,ruben-garces,"1973-10-17T00:00:00",Providence,USA,Providence/USA,,,0,"",Forward,Inactive,N,"0","","","","",ruben_garces,"2000","2000",N,Y,Y,Undrafted,Undrafted,Undrafted,1.2,0.4,2.2,0.0,
"2682",Alex,Garcia,Alex Garcia,"Garcia, Alex",A. Garcia,alex-garcia,"1980-03-04T00:00:00",Ribeirao Preto,Brazil,Ribeirao Preto/Brazil,75.0,195.0,1,"",Guard-Forward,Inactive,N,"0","","","","",alex_garcia,"2003","2004",N,Y,Y,Undrafted,Undrafted,Undrafted,4.7,1.8,1.5,0.0,
"101128",Francisco,Garcia,Francisco Garcia,"Garcia, Francisco",F. Garcia,francisco-garcia,"1981-12-31T00:00:00",Louisville,Dominican Republic,Louisville/Dominican Republic,79.0,215.0,9,"",Guard-Forward,Inactive,N,"0","","","","",francisco_garcia,"2005","2014",N,Y,Y,"2005","1","23",7.9,1.4,2.6,0.0,
"76778",Earl,Gardner,Earl Gardner,"Gardner, Earl",E. Gardner,earl-gardner,"1923-09-18T00:00:00",DePauw,USA,DePauw/USA,75.0,195.0,0,"14",Forward,Inactive,N,"1610612747",Lakers,MNL,lakers,Minneapolis,HISTADD_red_gardner,"1948","1948",N,Y,Y,"1948",None,None,1.8,0.4,,0.0,
"201242",Thomas,Gardner,Thomas Gardner,"Gardner, Thomas",T. Gardner,thomas-gardner,"1985-02-08T00:00:00",Missouri,USA,Missouri/USA,77.0,225.0,2,"3",Guard,Inactive,N,"1610612737",Hawks,ATL,hawks,Atlanta,thomas_gardner,"2007","2008",Y,Y,Y,Undrafted,Undrafted,Undrafted,2.3,0.2,0.6,0.0,
"76779",Vern,Gardner,Vern Gardner,"Gardner, Vern",V. Gardner,vern-gardner,"1925-05-14T00:00:00",Utah,USA,Utah/USA,77.0,200.0,2,"12",Center,Inactive,N,"1610612744",Warriors,PHW,warriors,Philadelphia,HISTADD_vern_gardner,"1949","1951",N,Y,Y,"1949","1","5",8.9,1.6,4.0,0.0,
"76780",Jack,Garfinkel,Jack Garfinkel,"Garfinkel, Jack",J. Garfinkel,jack-garfinkel,"1918-06-13T00:00:00",St. John's,USA,St. John's/USA,72.0,190.0,2,"21",Guard,Inactive,N,"1610612738",Celtics,BOS,celtics,Boston,HISTADD_dutch_garfinkel,"1946","1948",N,Y,Y,Undrafted,Undrafted,Undrafted,5.2,1.5,,0.0,
"1627868",Patricio,Garino,Patricio Garino,"Garino, Patricio",P. Garino,patricio-garino,"1993-05-17T00:00:00",George Washington,Argentina,George Washington/Argentina,78.0,203.0,1,"29",Guard-Forward,Inactive,N,"1610612753",Magic,ORL,magic,Orlando,patricio_garino,"2016","2016",Y,Y,Y,Undrafted,Undrafted,Undrafted,0.0,0.0,1.4,0.0,
"1629636",Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,"2000-01-26T00:00:00",Vanderbilt,USA,Vanderbilt/USA,73.0,192.0,1,"10",Guard,Active,Y,"1610612739",Cavaliers,CLE,cavaliers,Cleveland,darius_garland,"2019","2020",N,Y,Y,"2019","1","5",16.4,5.8,2.2,,0.09
"76781",Gary,Garland,Gary Garland,"Garland, Gary",G. Garland,gary-garland,"1957-10-12T00:00:00",DePaul,USA,DePaul/USA,76.0,180.0,0,"24",Guard,Inactive,N,"1610612743",Nuggets,DEN,nuggets,Denver,HISTADD_gary_garland,"1979","1979",N,Y,Y,"1979","2","30",4.3,1.9,1.8,0.0,
"76782",Winston,Garland,Winston Garland,"Garland, Winston",W. Garland,winston-garland,"1964-12-19T00:00:00",Missouri State,USA,Missouri State/USA,74.0,170.0,6,"22",Guard,Inactive,N,"1610612744",Warriors,GOS,warriors,Golden State,HISTADD_winston_garland,"1987","1994",N,Y,Y,"1987","2","40",9.4,4.7,2.8,0.0,
"76783",Dick,Garmaker,Dick Garmaker,"Garmaker, Dick",D. Garmaker,dick-garmaker,"1932-10-29T00:00:00",Minnesota,USA,Minnesota/USA,75.0,200.0,5,"17",Guard,Inactive,N,"1610612747",Lakers,MNL,lakers,Minneapolis,HISTADD_dick_garmaker,"1955","1960",N,Y,Y,"1955",None,None,13.3,2.6,4.2,4.0,
"1612",Chris,Garner,Chris Garner,"Garner, Chris",C. Garner,chris-garner,"1975-02-23T00:00:00",Memphis,USA,Memphis/USA,70.0,156.0,2,"2",Guard,Inactive,N,"1610612761",Raptors,TOR,raptors,Toronto,chris_garner,"1997","2000",N,Y,Y,Undrafted,Undrafted,Undrafted,1.6,1.4,0.8,0.0,
"76785",Bill,Garnett,Bill Garnett,"Garnett, Bill",B. Garnett,bill-garnett,"1960-04-22T00:00:00",Wyoming,USA,Wyoming/USA,81.0,225.0,3,"20",Forward,Inactive,N,"1610612742",Mavericks,DAL,mavericks,Dallas,HISTADD_bill_garnett,"1982","1985",N,Y,Y,"1982","1","4",5.5,1.3,4.3,0.0,
"708",Kevin,Garnett,Kevin Garnett,"Garnett, Kevin",K. Garnett,kevin-garnett,"1976-05-19T00:00:00",Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,83.0,240.0,21,"21",Forward,Inactive,N,"1610612750",Timberwolves,MIN,timberwolves,Minnesota,kevin_garnett,"1995","2015",N,Y,Y,"1995","1","5",17.8,3.7,10.0,14.0,
"1831",Marlon,Garnett,Marlon Garnett,"Garnett, Marlon",M. Garnett,marlon-garnett,"1975-07-03T00:00:00",Santa Clara,USA,Santa Clara/USA,74.0,186.0,0,"",Guard,Inactive,N,"0","","","","",marlon_garnett,"1998","1998",N,Y,Y,Undrafted,Undrafted,Undrafted,2.1,0.8,0.9,0.0,
"1628656",Billy,Garrett,Billy Garrett,"Garrett, Billy",B. Garrett,billy-garrett,"1994-10-16T00:00:00",DePaul,USA,DePaul/USA,78.0,215.0,1,"3",Guard-Forward,Inactive,N,"1610612752",Knicks,NYK,knicks,New York,billy_garrett,"2018","2018",Y,Y,Y,Undrafted,Undrafted,Undrafted,6.5,1.8,0.8,0.0,
"76786",Calvin,Garrett,Calvin Garrett,"Garrett, Calvin",C. Garrett,calvin-garrett,"1956-07-11T00:00:00",Oral Roberts,USA,Oral Roberts/USA,79.0,190.0,3,"0",Forward,Inactive,N,"1610612745",Rockets,HOU,rockets,Houston,HISTADD_calvin_garrett,"1980","1983",N,Y,Y,"1979","3","47",5.2,1.5,2.6,0.0,
"1051",Dean,Garrett,Dean Garrett,"Garrett, Dean",D. Garrett,dean-garrett,"1966-11-27T00:00:00",Indiana,USA,Indiana/USA,83.0,250.0,5,"22",Center,Inactive,N,"1610612750",Timberwolves,MIN,timberwolves,Minnesota,dean_garrett,"1996","2001",N,Y,Y,"1988","2","38",4.8,0.6,5.0,0.0,
"203197",Diante,Garrett,Diante Garrett,"Garrett, Diante",D. Garrett,diante-garrett,"1988-11-03T00:00:00",Iowa State,USA,Iowa State/USA,76.0,190.0,1,"8",Guard,Inactive,N,"1610612762",Jazz,UTA,jazz,Utah,diante_garrett,"2012","2013",Y,Y,Y,Undrafted,Undrafted,Undrafted,3.2,1.7,1.2,0.0,
"76788",Eldo,Garrett,Eldo Garrett,"Garrett, Eldo",E. Garrett,eldo-garrett,"1947-01-31T00:00:00",Southern Illinois,USA,Southern Illinois/USA,75.0,185.0,4,"14",Guard,Inactive,N,"1610612746",Braves,BUF,clippers,Buffalo,HISTADD_dick_garrett,"1969","1973",N,Y,Y,"1969","2","27",10.3,2.5,3.0,0.0,
"76789",Rowland,Garrett,Rowland Garrett,"Garrett, Rowland",R. Garrett,rowland-garrett,"1950-07-16T00:00:00",Florida State,USA,Florida State/USA,78.0,210.0,4,"24",Forward,Inactive,N,"1610612741",Bulls,CHI,bulls,Chicago,HISTADD_rowland_garrett,"1972","1976",N,Y,Y,"1972","5","78",5.1,0.4,2.3,0.0,
"76790",Tom,Garrick,Tom Garrick,"Garrick, Tom",T. Garrick,tom-garrick,"1966-07-07T00:00:00",Rhode Island,USA,Rhode Island/USA,74.0,185.0,3,"5",Guard,Inactive,N,"1610612746",Clippers,LAC,clippers,Los Angeles,HISTADD_tom_garrick,"1988","1991",N,Y,Y,"1988","2","45",5.4,3.4,2.0,0.0,
"76791",John,Garris,John Garris,"Garris, John",J. Garris,john-garris,"1959-06-06T00:00:00",Boston College,USA,Boston College/USA,80.0,205.0,0,"55",Forward,Inactive,N,"1610612739",Cavaliers,CLE,cavaliers,Cleveland,HISTADD_john_garris,"1983","1983",N,Y,Y,"1983","2","27",4.0,0.3,2.3,0.0,
"1619",Kiwane,Garris,Kiwane Garris,"Garris, Kiwane",K. Garris,kiwane-garris,"1974-09-24T00:00:00",Illinois,USA,Illinois/USA,74.0,183.0,2,"3",Guard,Inactive,N,"1610612743",Nuggets,DEN,nuggets,Denver,kiwane_garris,"1997","2002",N,Y,Y,Undrafted,Undrafted,Undrafted,2.3,1.0,0.6,0.0,
"1727",Pat,Garrity,Pat Garrity,"Garrity, Pat",P. Garrity,pat-garrity,"1976-08-23T00:00:00",Notre Dame,USA,Notre Dame/USA,81.0,238.0,10,"8",Forward,Inactive,N,"1610612753",Magic,ORL,magic,Orlando,pat_garrity,"1998","2007",N,Y,Y,"1998","1","19",7.3,0.8,2.6,0.0,
"76793",Jim,Garvin,Jim Garvin,"Garvin, Jim",J. Garvin,jim-garvin,"1950-02-05T00:00:00",Boston University,USA,Boston University/USA,79.0,200.0,0,"30",Forward,Inactive,N,"1610612746",Braves,BUF,clippers,Buffalo,HISTADD_jim_garvin,"1973","1973",N,Y,Y,"1973","17","204",0.3,0.0,0.8,0.0,
"201188",Marc,Gasol,Marc Gasol,"Gasol, Marc",M. Gasol,marc-gasol,"1985-01-29T00:00:00",FC Barcelona,Spain,FC Barcelona/Spain,83.0,255.0,12,"14",Center,Active,Y,"1610612747",Lakers,LAL,lakers,Los Angeles,marc_gasol,"2008","2020",N,Y,Y,"2007","2","48",4.8,2.0,4.1,,0.071
"2200",Pau,Gasol,Pau Gasol,"Gasol, Pau",P. Gasol,pau-gasol,"1980-07-06T00:00:00", ,Spain,FC Barcelona/Germany,84.0,250.0,18,"17",Center-Forward,Inactive,N,"1610612749",Bucks,MIL,bucks,Milwaukee,pau_gasol,"2001","2018",N,Y,Y,"2001","1","3",17.0,3.2,9.2,6.0,
"76794",Frank,Gates,Frank Gates,"Gates, Frank",F. Gates,frank-gates,"1920-04-12T00:00:00",Sam Houston State,USA,Sam Houston State/USA,72.0,160.0,0,"",Guard,Inactive,N,"1610610023",Packers,AND,packers,Anderson,HISTADD_needle_gates,"1949","1949",N,Y,Y,Undrafted,Undrafted,Undrafted,4.5,1.4,,0.0,
"423",Chris,Gatling,Chris Gatling,"Gatling, Chris",C. Gatling,chris-gatling,"1967-09-03T00:00:00",Old Dominion,USA,Old Dominion/USA,,,10,"",Forward,Inactive,N,"0","","","","",chris_gatling,"1991","2001",N,Y,Y,"1991","1","16",10.3,0.7,5.3,1.0,
"930",Kenny,Gattison,Kenny Gattison,"Gattison, Kenny",K. Gattison,kenny-gattison,"1964-05-23T00:00:00",Old Dominion,USA,Old Dominion/USA,80.0,225.0,8,"44",Forward,Inactive,N,"1610612766",Hornets,CHH,hornets,Charlotte,kenny_gattison,"1986","1995",N,Y,Y,"1986","3","55",7.9,0.9,4.7,0.0,
"200752",Rudy,Gay,Rudy Gay,"Gay, Rudy",R. Gay,rudy-gay,"1986-08-17T00:00:00",Connecticut,USA,Connecticut/USA,80.0,250.0,14,"22",Forward-Guard,Active,Y,"1610612759",Spurs,SAS,spurs,San Antonio,rudy_gay,"2006","2020",N,Y,Y,"2006","1","8",10.9,1.5,4.9,,0.105
"76797",Ed,Gayda,Ed Gayda,"Gayda, Ed",E. Gayda,ed-gayda,"1927-05-11T00:00:00",Washington State,USA,Washington State/USA,76.0,210.0,0,"10",Guard,Inactive,N,"1610612737",Blackhawks,TCB,hawks,Tri-Cities,HISTADD_ed_gayda,"1950","1950",N,Y,Y,"1950","2",None,3.9,0.9,2.7,0.0,
"1845",Andrew,Gaze,Andrew Gaze,"Gaze, Andrew",A. Gaze,andrew-gaze,"1965-07-24T00:00:00",Seton Hall,USA,Seton Hall/USA,,,1,"","",Inactive,N,"0","","","","",andrew_gaze,"1993","2017",N,Y,Y,Undrafted,Undrafted,Undrafted,1.7,0.4,0.5,0.0,
"1627771",Michael,Gbinije,Michael Gbinije,"Gbinije, Michael",M. Gbinije,michael-gbinije,"1992-06-05T00:00:00",Syracuse,USA,Syracuse/USA,79.0,200.0,1,"9",Guard-Forward,Inactive,N,"1610612765",Pistons,DET,pistons,Detroit,michael_gbinije,"2016","2016",Y,Y,Y,"2016","2","49",0.4,0.2,0.3,0.0,
"1002",Reggie,Geary,Reggie Geary,"Geary, Reggie",R. Geary,reggie-geary,"1973-08-31T00:00:00",Arizona,USA,Arizona/USA,74.0,187.0,1,"4",Guard,Inactive,N,"1610612759",Spurs,SAS,spurs,San Antonio,reggie_geary,"1996","1997",N,Y,Y,"1996","2","56",2.1,1.1,0.8,0.0,
"202087",Alonzo,Gee,Alonzo Gee,"Gee, Alonzo",A. Gee,alonzo-gee,"1987-05-29T00:00:00",Alabama,USA,Alabama/USA,78.0,225.0,7,"",Forward,Inactive,N,"0","","","","",alonzo_gee,"2009","2016",Y,Y,Y,Undrafted,Undrafted,Undrafted,6.6,1.1,3.3,0.0,
"761",Matt,Geiger,Matt Geiger,"Geiger, Matt",M. Geiger,matt-geiger,"1969-09-10T00:00:00",Georgia Tech,USA,Georgia Tech/USA,,,9,"",Center,Inactive,N,"0","","","","",matt_geiger,"1992","2001",N,Y,Y,"1992","2","42",9.2,0.7,5.7,0.0,
"101153",Mickael,Gelabale,Mickael Gelabale,"Gelabale, Mickael",M. Gelabale,mickael-gelabale,"1983-05-22T00:00:00",Real Madrid,France,Real Madrid/France,79.0,215.0,3,"15",Forward,Inactive,N,"1610612760",SuperSonics,SEA,thunder,Seattle,mickael_gelabale,"2006","2012",Y,Y,Y,"2005","2","48",4.6,0.8,2.3,0.0,
"1904",Devean,George,Devean George,"George, Devean",D. George,devean-george,"1977-08-29T00:00:00",Augsburg,USA,Augsburg/USA,80.0,235.0,11,"19",Forward,Inactive,N,"1610612747",Lakers,LAL,lakers,Los Angeles,devean_george,"1999","2009",N,Y,Y,"1999","1","23",5.6,0.9,3.1,0.0,
"76800",Jack,George,Jack George,"George, Jack",J. George,jack-george,"1928-11-13T00:00:00",La Salle,USA,La Salle/USA,75.0,190.0,7,"5",Guard,Inactive,N,"1610612744",Warriors,PHW,warriors,Philadelphia,HISTADD_jack_george,"1953","1960",N,Y,Y,"1953",None,None,10.2,4.3,4.2,2.0,
"202331",Paul,George,Paul George,"George, Paul",P. George,paul-george,"1990-05-02T00:00:00",Fresno State,USA,Fresno State/USA,80.0,220.0,10,"13",Forward,Active,Y,"1610612746",Clippers,LAC,clippers,LA,paul_george,"2010","2020",N,Y,Y,"2010","1","10",22.5,5.5,6.0,,0.144
"76801",Tate,George,Tate George,"George, Tate",T. George,tate-george,"1968-05-29T00:00:00",Connecticut,USA,Connecticut/USA,77.0,190.0,3,"12",Guard,Inactive,N,"1610612751",Nets,NJN,nets,New Jersey,HISTADD_tate_george,"1990","1994",N,Y,Y,"1990","1","22",4.2,1.8,1.0,0.0,
"1627875",Marcus,Georges-Hunt,Marcus Georges-Hunt,"Georges-Hunt, Marcus",M. Georges-Hunt,marcus-georges-hunt,"1994-03-28T00:00:00",Georgia Tech,USA,Georgia Tech/USA,77.0,226.0,2,"13",Guard,Inactive,N,"1610612750",Timberwolves,MIN,timberwolves,Minnesota,marcus_georges-hunt,"2016","2017",Y,Y,Y,Undrafted,Undrafted,Undrafted,1.6,0.2,0.5,0.0,
"76802",Gus,Gerard,Gus Gerard,"Gerard, Gus",G. Gerard,gus-gerard,"1953-07-27T00:00:00",Virginia,USA,Virginia/USA,80.0,200.0,4,"22",Forward,Inactive,N,"1610612758",Kings,KCK,kings,Kansas City,HISTADD_gus_gerard,"1976","1980",N,Y,Y,"1975","3","50",5.7,0.8,2.6,0.0,
"76803",Derrick,Gervin,Derrick Gervin,"Gervin, Derrick",D. Gervin,derrick-gervin,"1963-03-28T00:00:00",Texas-San Antonio,USA,Texas-San Antonio/USA,80.0,200.0,1,"30",Forward,Inactive,N,"1610612751",Nets,NJN,nets,New Jersey,HISTADD_derrick_gervin,"1989","1990",N,Y,Y,"1985","4","90",8.8,0.5,2.3,0.0,
"76804",George,Gervin,George Gervin,"Gervin, George",G. Gervin,george-gervin,"1952-04-27T00:00:00",Eastern Michigan,USA,Eastern Michigan/USA,79.0,180.0,9,"44",Guard,Inactive,N,"1610612759",Spurs,SAS,spurs,San Antonio,HISTADD_george_gervin,"1976","1985",N,Y,Y,"1974","3","40",26.2,2.8,4.6,9.0,
"76805",Gorham,Getchell,Gorham Getchell,"Getchell, Gorham",G. Getchell,gorham-getchell,"1920-08-14T00:00:00",Temple,USA,Temple/USA,76.0,205.0,0,"",Center,Inactive,N,"1610610031",Ironmen,PIT,ironmen,Pittsburgh,HISTADD_gorham_getchell,"1946","1946",N,Y,Y,Undrafted,Undrafted,Undrafted,0.3,0.0,,0.0,
"76806",John,Gianelli,John Gianelli,"Gianelli, John",J. Gianelli,john-gianelli,"1950-06-10T00:00:00",Pacific,USA,Pacific/USA,82.0,220.0,7,"40",Center,Inactive,N,"1610612752",Knicks,NYK,knicks,New York,HISTADD_john_gianelli,"1972","1979",N,Y,Y,"1972","2","20",7.8,1.5,5.9,0.0,
"76807",Dick,Gibbs,Dick Gibbs,"Gibbs, Dick",D. Gibbs,dick-gibbs,"1948-12-20T00:00:00",Texas-El Paso,USA,Texas-El Paso/USA,77.0,210.0,4,"21",Forward,Inactive,N,"1610612746",Braves,BUF,clippers,Buffalo,HISTADD_dick_gibbs,"1971","1975",N,Y,Y,"1971","3","49",5.2,0.8,1.9,0.0,
"200789",Daniel,Gibson,Daniel Gibson,"Gibson, Daniel",D. Gibson,daniel-gibson,"1986-02-27T00:00:00",Texas,USA,Texas/USA,74.0,200.0,7,"1",Guard,Inactive,N,"1610612739",Cavaliers,CLE,cavaliers,Cleveland,daniel_gibson,"2006","2012",N,Y,Y,"2006","2","42",7.8,2.0,2.0,0.0,
"76808",Dee,Gibson,Dee Gibson,"Gibson, Dee",D. Gibson,dee-gibson,"1923-08-25T00:00:00",Western Kentucky,USA,Western Kentucky/USA,71.0,175.0,0,"18",Guard,Inactive,N,"1610612737",Blackhawks,TCB,hawks,Tri-Cities,HISTADD_gibby_gibson,"1949","1949",N,Y,Y,"1948",None,None,6.4,2.9,,0.0,
"1626780",Jonathan,Gibson,Jonathan Gibson,"Gibson, Jonathan",J. Gibson,jonathan-gibson,"1987-11-08T00:00:00",New Mexico State,USA,New Mexico State/USA,74.0,185.0,3,"3",Guard,Inactive,N,"1610612742",Mavericks,DAL,mavericks,Dallas,jonathan_gibson,"2016","2018",N,Y,Y,Undrafted,Undrafted,Undrafted,6.7,1.4,1.2,0.0,
"76809",Mel,Gibson,Mel Gibson,"Gibson, Mel",M. Gibson,mel-gibson,"1940-12-30T00:00:00",Western Carolina,USA,Western Carolina/USA,75.0,180.0,0,"15",Guard,Inactive,N,"1610612747",Lakers,LAL,lakers,Los Angeles,HISTADD_mel_gibson,"1963","1963",N,Y,Y,"1963","2","16",1.4,0.7,0.4,0.0,
"76810",Mike,Gibson,Mike Gibson,"Gibson, Mike",M. Gibson,mike-gibson,"1960-10-27T00:00:00",South Carolina Upstate,USA,South Carolina Upstate/USA,82.0,205.0,1,"35",Forward,Inactive,N,"1610612765",Pistons,DET,pistons,Detroit,HISTADD_mike_gibson,"1983","1985",N,Y,Y,"1982","2","44",1.6,0.2,1.7,0.0,
"201959",Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,taj-gibson,"1985-06-24T00:00:00",USC,USA,Southern California/USA,81.0,232.0,11,"67",Forward,Active,Y,"1610612752",Knicks,NYK,knicks,New York,taj_gibson,"2009","2020",N,Y,Y,"2009","1","26",4.2,0.5,4.5,,0.073
"76811",Ward,Gibson,Ward Gibson,"Gibson, Ward",W. Gibson,ward-gibson,"1921-12-05T00:00:00",Creighton,USA,Creighton/USA,77.0,198.0,0,"",Center,Inactive,N,"1610610037",Hawks,WAT,hawks,Waterloo,HISTADD_hoot_gibson,"1949","1949",N,Y,Y,Undrafted,Undrafted,Undrafted,5.5,1.2,,0.0,
"201592",J.R.,Giddens,J.R. Giddens,"Giddens, J.R.",J. Giddens,jr-giddens,"1985-02-13T00:00:00",New Mexico,USA,New Mexico/USA,77.0,215.0,2,"4",Guard,Inactive,N,"1610612738",Celtics,BOS,celtics,Boston,j.r._giddens,"2008","2009",Y,Y,Y,"2008","1","30",1.9,0.3,1.4,0.0,
"201821",Trey,Gilder,Trey Gilder,"Gilder, Trey",T. Gilder,trey-gilder,"1985-01-24T00:00:00",Northwestern State,USA,Northwestern State/USA,81.0,205.0,1,"",Forward,Inactive,N,"0","","","","",trey_gilder,"2009","2009",Y,Y,Y,Undrafted,Undrafted,Undrafted,1.0,0.0,0.5,0.0,
"1628385",Harry,Giles III,Harry Giles III,"Giles III, Harry",H. Giles III,harry-giles-iii,"1998-04-22T00:00:00",Duke,USA,Duke/USA,83.0,240.0,2,"4",Forward-Center,Active,Y,"1610612757",Trail Blazers,POR,blazers,Portland,harry_giles,"2017","2020",Y,Y,Y,"2017","1","20",3.0,0.9,4.9,,0.087
"1628983",Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,"1998-07-12T00:00:00",Kentucky,Canada,Kentucky/Canada,78.0,180.0,2,"2",Guard-Forward,Active,Y,"1610612760",Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,"2018","2020",N,Y,Y,"2018","1","11",23.7,5.9,4.7,,0.146
"2109",Eddie,Gill,Eddie Gill,"Gill, Eddie",E. Gill,eddie-gill,"1978-08-16T00:00:00",Weber State,USA,Weber State/USA,72.0,190.0,7,"",Guard,Inactive,N,"0","","","","",eddie_gill,"2000","2008",Y,Y,Y,Undrafted,Undrafted,Undrafted,3.1,1.2,1.1,0.0,
"383",Kendall,Gill,Kendall Gill,"Gill, Kendall",K. Gill,kendall-gill,"1968-05-25T00:00:00",Illinois,USA,Illinois/USA,77.0,216.0,14,"",Guard,Inactive,N,"0","","","","",kendall_gill,"1990","2004",N,Y,Y,"1990","1","5",13.4,3.0,4.1,0.0,
"76812",Ben,Gillery,Ben Gillery,"Gillery, Ben",B. Gillery,ben-gillery,"1965-09-19T00:00:00",Georgetown,USA,Georgetown/USA,84.0,235.0,0,"50",Center,Inactive,N,"1610612758",Kings,SAC,kings,Sacramento,HISTADD_ben_gillery,"1988","1988",N,Y,Y,Undrafted,Undrafted,Undrafted,1.0,0.1,1.0,0.0,
"76813",Gene,Gillette,Gene Gillette,"Gillette, Gene",G. Gillette,gene-gillette,"1905-04-04T00:00:00",St. Mary's (CA),USA,St. Mary's (CA)/USA,,,0,"","",Inactive,N,"1610610036",Capitols,WAS,capitols,Washington,HISTADD_gene_gillette,"1946","1946",N,Y,Y,Undrafted,Undrafted,Undrafted,0.6,0.1,,0.0,
"288",Armen,Gilliam,Armen Gilliam,"Gilliam, Armen",A. Gilliam,armen-gilliam,"1964-05-28T00:00:00",UNLV,USA,UNLV/USA,81.0,260.0,12,"5",Forward,Inactive,N,"1610612751",Nets,NJN,nets,New Jersey,armen_gilliam,"1987","1999",N,Y,Y,"1987","1","2",13.7,1.2,6.9,0.0,
"76815",Herm,Gilliam,Herm Gilliam,"Gilliam, Herm",H. Gilliam,herm-gilliam,"1946-05-05T00:00:00",Purdue,USA,Purdue/USA,75.0,190.0,7,"3",Guard,Inactive,N,"1610612737",Hawks,ATL,hawks,Atlanta,HISTADD_herm_gilliam,"1969","1976",N,Y,Y,"1969","1","8",10.8,3.8,3.8,0.0,
